Nr.,Province,Town,Name of climb,AVG,SUP,MAX,HEI,DIS,PNT,RANK,T,PAVE,Equal%,#climbs,#kmClimbs
799,Namur,Somme-Leuze,Sur les Tiennes,7.6,16,18,91,1200,161,261,,,,97.23,116.68
800,Namur,Sorinne-la-Longue,Côte de Sorinne,7.7,11,16,85,1100,95,753,,,,104.09,114.50
801,Namur,Sosoye,Rue des Laidmonts,9.4,14,17,47,500,80,863,,,,188.26,94.13
802,Liege,Sougné-Remouchamps,Presseux Rux,6.4,12,13,154,2400,157,280,,,,57.45,137.89
803,Liege,Sougné-Remouchamps,Côte de la Redoute,9.8,17,20,161,1650,249,45,,,,54.96,90.68
804,Liege,Sougné-Remouchamps,Sur le Thier,9.7,19,26,107,1100,218,81,,,,82.69,90.96
805,Namur,Soulme,Les Strépys,5.8,11,12,156,2700,153,306,,,,56.72,153.14
806,Namur,Soumoy,Côte de Soumoy,6.1,9,10,67,1100,70,920,,,,132.06,145.27
807,Luxemburg,Soy,Côte de Soy-Ouest,5.2,8,8,178,3400,155,290,,,,49.71,169.01
808,Luxemburg,Soy,Côte de Soy-Sud,6.5,10,11,142,2200,155,291,,,,62.31,137.08
809,Liege,Spa,Côte d'Annette et Lubin,11.1,14,16,94,850,157,281,,,,94.13,80.01
810,Liege,Spa,Côte de Creppe,5.4,10,10,134,2500,117,562,,,,66.03,165.07
811,Liege,Spa,Rue du Jeu de Paume,16.3,18,21,65,400,172,208,(x),,,136.12,54.45
812,Liege,Spa,Malchamps,6.0,9,10,316,5300,265,36,,,x,28.00,148.40
813,Liege,Spa,Chemin des Moutons,5.4,14,16,166,3100,220,78,,x,,53.30,165.23
814,Liege,Spa,Côte du Rosier-Nord I,5.5,10,11,310,5600,274,28,,,x,28.54,159.83
815,Liege,Spa,Côte du Rosier-Nord II,4.6,7,8,312,6800,222,71,,,x,28.36,192.84
816,Liege,Spa,Côte de Winamplanche,7.3,12,13,131,1800,157,282,,,,67.54,121.58
817,Namur,Spontin,Côte du Château de Spontin,7.6,11,12,76,1000,106,662,,,,116.42,116.42
818,Namur,Spontin,Côte de Vincon,7.1,12,13,78,1100,128,489,,,,113.44,124.78
819,Liege,Sprimont,Côte du Hornay,6.3,7,8,69,1100,61,953,,,x,128.23,141.06
820,Liege,Sprimont,Côte de Lincé,4.3,10,11,179,4200,131,462,,,x,49.43,207.61
821,Namur,Spy,Côte du Hordin,6.3,9,10,100,1600,92,781,,,x,88.48,141.57
822,Namur,Spy,Côte de Moustier,5.7,12,14,96,1700,118,559,,,,92.17,156.68
823,Liege,Stavelot,Côte d'Amermont,5.5,16,21,199,3600,264,38,,,,44.46,160.06
824,Liege,Stavelot,La Bergerie,9.3,17,21,175,1900,263,39,x,(x),,50.56,96.06
825,Liege,Stavelot,Côte de Binsta,5.6,10,12,100,1800,103,688,,,,88.48,159.26
826,Liege,Stavelot,Côte du Château,6.3,11,12,207,3300,247,46,x,(x),,42.74,141.06
827,Liege,Stavelot,La Haute Levée,5.6,11,12,202,3600,201,119,,,,43.80,157.69
828,Liege,Stavelot,Chemin Renardmont,9.5,17,19,185,1950,309,10,x,,,47.83,93.26
829,Liege,Stavelot,Côte de Renardmont,7.6,15,17,159,2100,224,67,,(x),,55.65,116.86
830,Liege,Stavelot,Côte de Rivage,6.2,16,20,155,2500,188,145,,,,57.08,142.71
831,Liege,Stavelot,Côte de Somagne,6.5,13,15,227,3500,286,21,,(x),,38.98,136.42
832,Liege,Stavelot,Sur le Stockeu,9.9,17,21,227,2300,340,3,,,,38.98,89.65
833,Liege,Stavelot,Thier de Coo,8.5,15,17,221,2600,322,5,,,,40.04,104.09
834,Liege,Stavelot,Côte de Wavreumont,5.1,11,12,122,2400,132,449,,,,72.52,174.06
835,Liege,Stembert,Rue de la Nouvelle Montagne,7.9,12,13,111,1400,144,358,,,,79.71,111.60
836,Liege,Stoumont,La Vecquée,5.3,15,17,330,6200,282,24,,,x,26.81,166.24
837,Hainaut,Stépy-Bracquegnies,Rue Boraine,16.7,20,24,25,150,78,880,(x),,,353.92,53.09
838,Hainaut,Stépy-Bracquegnies,Le Ravin Madelon,4.4,13,16,57,1300,60,960,,,,155.23,201.80
839,Namur,Sugny,Côte de Bohan-Sud,5.5,9,11,213,3900,172,209,,,x,41.54,162.01
840,Namur,Surice,Le Wez de Chine,6.2,9,10,68,1100,73,902,,,,130.12,143.13
841,Limburg,s-Gravenvoeren,Helling van Altembroeck,8.8,12,14,79,900,112,608,(x),,,112.00,100.80
842,Luxemburg,Tavigny,Côte de Cetturu,5.3,7,8,111,2100,83,842,,,x,79.71,167.39
843,Luxemburg,Tellin,Les Alwins,8.1,15,18,114,1400,185,160,,,,77.61,108.66
844,Luxemburg,Tellin,Côte de la Croix-Javalle,6.5,11,12,124,1900,155,292,,,,71.35,135.57
845,Namur,Temploux,Côte du Fayi,7.0,14,16,70,1000,117,563,,,,126.40,126.40
846,Luxemburg,Tenneville,La Barrière Mathieu,3.8,12,14,152,4000,127,495,,,,58.21,232.84
847,Limburg,Teuven,Kasteelstraat,6.2,10,14,80,1300,87,818,,,,110.60,143.78
848,Liege,Theux,Côte de Becco,5.4,7,8,151,2800,113,597,,,x,58.60,164.07
849,Liege,Theux,Jevoumont,6.3,10,11,120,1900,136,414,,,,73.73,140.09
850,Liege,Theux,Mont Theux,5.3,10,11,155,2900,185,161,,,,57.08,165.54
851,Liege,Theux,Rue Nouveau Monde,6.2,16,17,168,2700,186,153,,,,52.67,142.20
852,Liege,Theux,Côte d'Oneux,5.3,9,10,168,3200,151,320,,,,52.67,168.53
853,Liege,Theux,Chemin de Pierreuchamps,8.2,12,14,131,1600,157,283,,x,,67.54,108.07
854,Liege,Theux,Devant Staneux,6.9,15,17,185,2700,244,48,,,,47.83,129.13
855,Liege,Theux,Le Thier May,5.8,11,15,167,2900,180,178,,,,52.98,153.65
856,Hainaut,Thieu,Côte de la Croix-Martin,4.1,8,11,66,1600,53,985,,,,134.06,214.50
857,Liege,Thimister,Côte de Stockis,6.0,11,12,96,1600,98,731,,,,92.17,147.47
858,Liege,Thimister,Côte de Thimister,5.8,8,10,93,1600,85,831,,,x,95.14,152.22
859,Liege,Thommen,Espelerberg,5.1,10,11,107,2100,94,764,,,,82.69,173.65
860,Liege,Thommen,Maspelt-Nord,6.3,12,14,132,2100,141,375,,,,67.03,140.76
861,Liege,Thommen,Maspelt-Süd,8.9,15,17,98,1100,157,284,,,,90.29,99.31
862,Liege,Thommen,Thommerberg,6.9,12,14,103,1500,125,510,,,,85.90,128.85
863,Namur,Thon,Trou Perdu,10.7,15,16,64,600,122,534,,,,138.25,82.95
864,Hainaut,Thuin,Mur de Thuin,9.4,13,15,47,500,100,721,,,,188.26,94.13
865,Hainaut,Thuin,Tienne à Pîres,11.8,16,19,47,400,127,496,,(x),,188.26,75.30
866,Vl-Br,Tielt-Winge,Alsberg,4.7,8,12,52,1100,46,995,,,,170.15,187.17
867,Liege,Tihange,Chemin du Chera,4.8,11,11,171,3600,166,239,,,,51.74,186.27
868,Liege,Tihange,Les Golettes I,7.7,13,15,100,1300,140,384,x,,,88.48,115.02
869,Liege,Tihange,Les Golettes II,7.1,15,18,99,1400,141,376,x,,,89.37,125.12
870,Liege,Tihange,Les Neuf Bonniers,5.5,8,9,153,2800,130,472,,,,57.83,161.92
871,Liege,Tilff,Côte de Cortil,6.2,8,10,186,3000,161,262,,,x,47.57,142.71
872,Liege,Tilff,Côte de Limoges,15.0,18,25,75,500,182,173,,,,117.97,58.99
873,Liege,Tilleur,Vieux-Thier de Tilleur,11.9,18,19,95,800,228,63,,x,,93.14,74.51
874,Luxemburg,Tintange,Im Dal,6.9,12,13,96,1400,127,497,,,,92.17,129.03
875,Luxemburg,Tintange,Côte de Tintange-Nord,6.6,12,12,92,1400,113,598,,,,96.17,134.64
876,Luxemburg,Tintange,Côte de Tintange-Sud,6.5,10,11,107,1650,108,637,,,,82.69,136.44
877,Luxemburg,Tintange,Côte de Tintange-Sud-Ouest,7.5,13,14,79,1050,93,776,,,,112.00,117.60
878,Luxemburg,Tohogne,Les Kimones,6.7,8,10,128,1900,121,541,,,x,69.13,131.34
879,Luxemburg,Tohogne,Côte de Verlaine-sur-Ourthe,6.1,10,13,98,1600,105,672,,,,90.29,144.46
880,Luxemburg,Tohogne,Côte de Warre,5.3,7,9,122,2300,95,754,,,x,72.52,166.81
881,Luxemburg,Torgny,Côte de Torgny,9.3,14,15,102,1100,166,240,,,,86.75,95.42
882,Namur,Treignes,Côte de Matignolles,7.8,12,13,98,1250,114,587,,,,90.29,112.86
883,Namur,Treignes,Rue de la Prelle,8.0,13,14,176,2200,232,57,,,,50.27,110.60
884,Liege,Trembleur,Chemin de Favechamps,8.9,13,15,67,750,100,722,x,,,132.06,99.04
885,Hainaut,Trivières,Tienne Mayette-Sud-Ouest,3.4,9,12,48,1400,67,936,,,,184.33,258.07
886,Liege,Trois-Ponts,Côte de Brume-Est I,7.1,12,13,212,3000,218,82,,,,41.74,125.21
887,Liege,Trois-Ponts,Côte de Brume-Est II,8.3,14,20,217,2600,283,22,,,,40.77,106.01
888,Liege,Trois-Ponts,Côte de Brume-Sud,7.9,14,15,135,1700,188,146,,,,65.54,111.42
889,Liege,Trooz,Rue de Beaufays,5.2,12,13,191,3700,176,196,,,,46.32,171.40
890,Liege,Trooz,Côte de Foret,5.5,7,10,170,3100,135,426,,,x,52.05,161.35
891,Brabant wallon,Tubize,L'Egypte,8.3,14,16,50,600,97,739,,,,176.96,106.18
892,Brussel,Uccle,Côte de l'observatoire,6.9,8,9,59,850,59,962,,,,149.97,127.47
893,Namur,Les-Chimay-Vaulx,Côte du Curé,6.4,13,14,51,800,70,921,,,,173.49,138.79
894,Liege,Vaux-Sous-Chèvremont,Le Chaud Thier,6.8,13,18,99,1400,128,490,,,,89.37,125.12
895,Liege,Vaux-Sous-Chèvremont,La Haute Folie,12.7,17,23,114,900,222,72,,,,77.61,69.85
896,Luxemburg,Vaux-sur-Sûre,Côte de Beulet,9.9,13,14,74,750,114,588,x,,,119.57,89.68
897,Luxemburg,Vaux-sur-Sûre,Côte de Sûre,6.8,11,12,51,750,67,937,,,,173.49,130.12
898,Namur,Vedrin,Côte du Pelé-Cul,4.3,14,16,86,2000,107,650,,,,102.88,205.77
899,Vl-Br,Veltem-Beisem,Toverberg,4.2,9,10,46,1100,57,975,,x,,192.35,211.58
900,Namur,Vencimont,Rue de Vonêche,5.3,7,9,133,2500,105,673,,,x,66.53,166.32
901,Namur,Vezin,Bâty des Monts,6.9,16,18,69,1000,107,651,,,,128.23,128.23
902,Namur,Vezin,Rue aux Pierres,7.4,15,16,67,900,104,629,,,,132.06,118.85
903,Namur,Vezin,Côte de Vezin,5.9,9,10,135,2300,134,434,,,,65.54,150.74
904,Luxemburg,Vielsalm,Côte de Neuville,4.4,8,9,159,3600,139,394,,,,55.65,200.33
905,Luxemburg,Vielsalm,Côte de Provedroux,4.0,8,8,132,3300,100,723,,,,67.03,221.20
906,Liege,Vierset-Barse,Côte de Facqueval,5.0,9,11,111,2200,105,674,,,,79.71,175.37
907,Liege,Vierset-Barse,Hégereuse,7.0,17,20,74,1050,121,542,,(x),,119.57,125.55
908,Liege,Vierset-Barse,Les Maltrixhes,9.4,13,14,75,800,124,522,,,,117.97,94.38
909,Liege,Vierset-Barse,Haie de Barse,7.3,13,15,124,1700,143,363,,,,71.35,121.30
910,Namur,Vierves-sur-Virion,Chemin du Paradis,6.8,16,20,122,1800,216,89,,x,,72.52,130.54
911,Namur,Vierves-sur-Virion,La Rouge Croix,4.1,11,15,122,3000,102,699,,,,72.52,217.57
912,Hainaut,Viesville,Les Grands Sarts,8.2,14,18,41,500,68,930,,,,215.80,107.90
913,Liege,Vieuxville,Côte de Sy,7.3,17,22,117,1600,154,299,,,,75.62,121.00
914,Luxemburg,Villance,Côte du Bois de Roumont,4.2,10,12,125,3000,96,745,,,,70.78,212.35
915,Luxemburg,Villance,Tienne de l'Hesse,3.3,8,9,149,4500,106,663,,,x,59.38,267.22
916,Liege,Villers-aux-Tours,Côte du Ry d'Oneux,4.7,7,9,146,3100,101,712,,,x,60.60,187.87
917,Luxemburg,Villers-dev-Orval,La Jaquette,6.7,8,9,87,1300,85,832,,,x,101.70,132.21
918,Luxemburg,Villers-la-Bonne-Eau,La Betlange,7.5,17,20,60,800,105,675,,,,147.47,117.97
919,Luxemburg,Villers-la-Bonne-Eau,Poteau de Livarchamps,5.9,10,11,94,1600,99,727,,,,94.13,150.60
920,Luxemburg,Villers-la-Bonne-Eau,Côte de Lutremange,6.1,13,17,101,1650,136,415,,,,87.60,144.55
921,Brabant wallon,Villers-la-Ville,Côte de Froide Bise,4.8,14,18,58,1200,85,833,,(x),,152.55,183.06
922,Liege,Villers-le-Bouillet,Côte du Bois-Grumsel,6.4,14,14,89,1400,102,700,,,,99.42,139.18
923,Liege,Villers-le-Bouillet,Côte de Cabendes Nord-Est,6.8,16,18,89,1300,130,473,,,,99.42,129.24
924,Liege,Villers-le-Bouillet,Côte de Cabendes Sud-Est,6.6,14,14,92,1400,126,501,,,,96.17,134.64
925,Liege,Villers-le-Bouillet,Thier du Moulin,9.4,15,18,66,700,117,564,,,,134.06,93.84
926,Liege,Villers-le-Bouillet,Thier Paquay,8.9,18,21,76,850,131,463,,,,116.42,98.96
927,Liege,Villers-le-Temple,Côte de la France,6.8,8,10,143,2100,136,416,,,x,61.87,129.94
928,Luxemburg,Villers-Ste-Gertrude,La Croix du Mont,6.4,12,13,153,2400,191,139,,,,57.83,138.79
929,Hainaut,Virelles,Côte du Pont d'Arrêt,7.6,14,16,53,700,75,895,,,,166.94,116.86
930,Brabant wallon,Virginal-Samme,Mon Plaisir,4.1,12,13,87,2100,102,701,,,,101.70,213.57
931,Luxemburg,Virton,Côte de la Bouillonne,5.2,10,11,89,1700,80,864,,,,99.42,169.01
932,Hainaut,Vitrival,Le Tienne Colot,5.8,13,14,55,950,73,903,,,,160.87,152.83
933,Luxemburg,Vivy,Mogimont,4.6,6,6,155,3400,101,713,,,x,57.08,194.09
934,Vl-Br,Vollezele,Congoberg,5.4,8,8,62,1150,58,969,,,,142.71,164.12
935,Namur,Vresse-sur-Semois,Côte de Conrad,8.5,10,11,187,2200,218,83,,,x,47.32,104.09
936,Namur,Vresse-sur-Semois,Côte de Membre,5.1,6,7,199,3900,133,440,,,x,44.46,173.40
937,Luxemburg,Waha,Côte de Hédrée,8.3,13,14,116,1400,159,269,x,,,76.28,106.79
938,Luxemburg,Waha,Thier de Waha,5.6,12,15,124,2400,146,346,,,,71.35,171.25
939,Liege,Waimes,Côte d'Arimont,4.9,9,10,169,3500,168,224,,,,52.36,183.24
940,Liege,Waimes,Côte de Chôdes,3.9,8,9,213,5400,154,300,,,x,41.54,224.32
941,Liege,Waimes,Côte de Géromont,4.4,6,7,175,4000,120,549,,,x,50.56,202.24
942,Namur,Walcourt,Le Domaine de Pumont,8.0,13,14,64,800,103,689,x,,,138.25,110.60
943,Namur,Wancennes,Côte de Wancennnes,5.7,12,13,132,2300,153,307,x,,,67.03,154.17
944,Liege,Wandre,Côte du Bois-la-Dame,7.9,13,17,107,1350,145,351,,,,82.69,111.63
945,Liege,Wandre,Rue Tesny,12.0,16,22,120,1000,223,69,,,,73.73,73.73
946,Liege,Wandre,Côte de Xhavée,11.0,17,22,110,1000,189,143,,,,80.44,80.44
947,Liege,Wanne,Côte d'Aisomont,5.1,7,7,229,4500,177,190,,(x),x,38.64,173.87
948,Liege,Wanne,Les Hézalles,5.7,16,23,229,4000,305,12,,,,38.64,154.55
949,Liege,Wanne,Côte de la Neuville,7.8,12,13,195,2500,236,54,,,,45.37,113.44
950,Liege,Wanne,Côte de Spineux,6.3,12,13,195,3100,186,154,,,x,45.37,140.66
951,Liege,Wanne,Le tier de la Cognée,8.5,13,16,186,2200,294,16,,,,47.57,104.65
952,Liege,Wanne,Côte de Wanne,7.6,12,13,167,2200,202,116,,,,52.98,116.56
953,Liege,Wanne,Wanneranval,9.1,13,16,163,1800,217,86,,,,54.28,97.71
954,Liege,Wanne,Côte de Werhai,6.7,11,12,235,3500,282,25,,,,37.65,131.78
955,Liege,Wanze,Rue Famelette,7.3,11,12,73,1000,92,782,,,,121.21,121.21
956,Luxemburg,Wardin,Côte de l'Aloyi,7.4,10,11,67,900,76,889,,,,132.06,118.85
957,Luxemburg,Wardin,Côte de Bras I,5.7,8,9,132,2300,111,613,,,x,67.03,154.17
958,Luxemburg,Wardin,Côte de Bras II,6.8,11,13,135,2000,141,377,,,,65.54,131.08
959,Luxemburg,Wardin,Côte de Wardin,7.0,8,9,81,1150,84,838,,,x,109.23,125.62
960,Namur,Warnant,Côte de Salet,5.3,10,17,117,2200,100,724,,,,75.62,166.37
961,Hainaut,Warquignies,Les Robertsarts,5.8,13,14,46,800,68,931,,,,192.35,153.88
962,Brabant wallon,Waterloo,Promenade du Val d'Argent,6.3,15,16,50,800,79,875,,,,176.96,141.57
963,Namur,Waulsort,Le Charreau de Waulsort,8.6,13,15,103,1200,138,399,,,,85.90,103.08
964,Namur,Waulsort,Côte de Lenne-Est,6.7,10,12,133,2000,157,285,,,,66.53,133.05
965,Brabant wallon,Wavre,Drève de Stadt,9.3,16,22,42,450,80,865,,,,210.67,94.80
966,Brabant wallon,Wavre,Froidmont,10.8,14,20,27,250,68,932,,(x),,327.70,81.93
967,Brabant wallon,Wavre,Montagne du Godru,12.0,16,21,27,225,61,954,,,,327.70,73.73
968,Brabant wallon,Wavre,Chaussée d'Ottenbourg,9.0,13,14,54,500,82,846,,,,163.85,81.93
969,Brabant wallon,Wavre,Tienne Casso,14.2,16,22,39,275,108,638,,x,,226.87,62.39
970,Liege,Wegnez,Côte de Wegnez,6.0,15,17,120,2000,132,450,,,,73.73,147.47
971,Namur,Weillen,Pré des Vaux,5.9,12,13,65,1100,85,834,,,,136.12,149.74
972,Luxemburg,Wellin,Route de Sohier,6.6,8,9,159,2400,141,378,,,x,55.65,133.55
973,Luxemburg,Wellin,La Voie Fisisse,6.0,10,11,111,1850,106,664,,,,79.71,147.47
974,Namur,Wépion,Côte du Beau Vallon,4.7,7,10,160,3400,111,614,,,x,55.30,188.02
975,Namur,Wépion,Les Deux Tiennes,4.9,18,22,166,3400,280,27,,(x),,53.30,181.22
976,Namur,Wépion,Chemin des Etangs,7.8,12,13,93,1200,113,599,,,,95.14,114.17
977,Namur,Wépion,Fonds des Chênes,4.6,12,13,128,2800,130,474,,,,69.13,193.55
978,Namur,Wépion,Côte de la Pairelle,4.2,10,12,130,3100,99,746,,,,68.06,210.99
979,Namur,Wépion,Tienne aux Bruyères,5.0,11,12,130,2600,143,364,,x,,68.06,176.96
980,Namur,Wépion,Tienne aux Clochers,5.1,14,15,167,3300,207,105,,,,52.98,174.84
981,Namur,Wépion,Tienne aux Pierres,5.2,8,9,165,3200,130,475,,,x,53.62,171.60
982,Liege,Werbomont,Côte de Werbomont,4.2,6,6,191,4600,117,565,,,x,46.32,213.09
983,Luxemburg,Wéris,Le Refuge de Brocard,10.0,14,14,100,1000,147,334,x,,,88.48,88.48
984,West-Vl,Westouter,Baneberg,10.0,15,20,30,300,63,945,,,,294.93,88.48
985,West-Vl,Westouter,Rodeberg-Oost,4.8,12,13,81,1700,108,639,,,,109.23,185.70
986,West-Vl,Westouter,Vidaigneberg,4.7,9,10,80,1700,61,955,,,,110.60,188.02
987,West-Vl,Westouter,Rodeberg-West,4.4,13,16,88,2000,96,747,,,,100.55,201.09
988,Luxemburg,Wibrin,Côte de Mormont,5.1,8,10,117,2300,96,748,,,x,75.62,173.94
989,Namur,Wierde,Lambaitienne,7.6,16,22,76,1000,124,523,x,(x),,116.42,116.42
990,Hainaut,Wihéries,Côte d'Audregnies,4.8,9,10,63,1300,54,979,,,,140.44,182.58
991,Liege,Xhoris,Côte de Xhoris,4.7,12,14,221,4700,206,108,,,,40.04,188.17
992,Namur,Yves-Gomezée,Les Coulottes,7.5,13,15,56,700,79,876,,,,158.00,110.60
993,Namur,Yves-Gomezée,Les Raidons,7.9,13,15,67,850,102,702,,(x),,132.06,112.25
994,Namur,Yvoir,Côte de Bauche,5.2,6,6,140,2700,101,714,,(x),x,63.20,170.64
995,Namur,Yvoir,Côte d'Evrehailles,5.0,10,11,174,3500,132,451,,,x,50.85,177.98
996,Namur,Yvoir,La Gayolle,9.5,17,19,162,1700,265,37,,x,,54.62,92.85
997,Namur,Yvoir,Allée de Lairbois,9.3,15,17,111,1200,159,270,x,,,79.71,95.65
998,Namur,Yvoir,Mont de Houx,7.6,16,17,136,1800,180,179,,,,65.06,117.11
999,Namur,Yvoir,Côte de Niersant,9.2,13,17,129,1400,202,117,,(x),,68.59,96.02
1000,Oost-Vl,Zegelsem,Leberg,6.1,13,14,45,700,69,927,,,,196.62,137.64
